en,de,description,file,hash
"Examples of the most commonly used MIME types in web forms:","Beispiele für die am häufigsten verwendeten MIME-Typen in Webformularen:",,site/modules/FrontendForms/FrontendForms.module,1990022f55cb57b5022ec2bd92319a1b
"Examples of dangerous MIME types:","Beispiele für gefährliche MIME-Typen:",,site/modules/FrontendForms/FrontendForms.module,53b0896989fb736ab4833e7697a57e08
"Use the following website to search for MIME types: %s","Nutzen Sie die folgende Website, um nach MIME-Typen zu suchen: %s",,site/modules/FrontendForms/FrontendForms.module,df498d5717d18a314dc0ed3006c0969c
"Some MIME types pose a higher security risk because they can execute code, bypass browser restrictions, or compromise your server if uploaded to a web-accessible directory.","Einige MIME-Typen stellen ein höheres Sicherheitsrisiko dar, da sie Code ausführen, Browserbeschränkungen umgehen oder Ihren Server kompromittieren können, wenn sie in ein webzugängliches Verzeichnis hochgeladen werden.",,site/modules/FrontendForms/FrontendForms.module,d1f3e75d684311e3292821873158d71b
"The most secure approach is to allow only specific MIME types instead of blocking specific MIME types.","Der sicherste Ansatz ist, nur bestimmte MIME-Typen zuzulassen, anstatt bestimmte MIME-Typen zu blockieren.",,site/modules/FrontendForms/FrontendForms.module,36af6fc03e52a0c4fb6e26862225a4f1
"If a user uploads a file with a disallowed MIME type, the form submission will fail and an error message will be displayed.","Wenn ein Benutzer eine Datei mit einem nicht erlaubten MIME-Typ hochlädt, schlägt das Formular fehl und eine Fehlermeldung wird angezeigt.",,site/modules/FrontendForms/FrontendForms.module,7e8d69856e6d8adc0aaafa4e3177be0d
"Just a note: this global setting can be overridden for each file upload field by using the %s validation rule with different values defined directly on the upload field.","Hinweis: Diese globale Einstellung kann für jedes Datei-Upload-Feld überschrieben werden, indem man die %s-Validierungsregel mit unterschiedlichen Werten direkt im Upload-Feld verwendet.",,site/modules/FrontendForms/FrontendForms.module,b50fcd142916c629801719cf7493827c
"If you want to bypass this security check, you can use the %s method on an upload field to disable the global setting.","Wenn Sie diese Sicherheitsprüfung umgehen wollen, können Sie die %s-Methode in einem Upload-Feld verwenden, um die globale Einstellung zu deaktivieren.",,site/modules/FrontendForms/FrontendForms.module,b7058bad072d15aa717b7243acfdc4b1
"MIME types examples:","Beispiele für MIME-Typen:",,site/modules/FrontendForms/FrontendForms.module,d74a3a593a22d4f3e3812012f0d24ff0
"Measure 10: Re-render uploaded images","Maßnahme 10: Hochgeladene Bilder neu rendern",,site/modules/FrontendForms/FrontendForms.module,97e598afb062542d895c9001de901a0c
"Re-render (decode and re-save) uploaded images to strip any hidden payload that might be smuggled inside the original file bytes or metadata.","Hochgeladene Bilder neu rendern (dekodieren und erneut speichern), um versteckte und schädliche Daten zu entfernen, die in den ursprünglichen Dateibytes oder Metadaten eingeschleust worden sein könnten.",,site/modules/FrontendForms/FrontendForms.module,45702437a67f53c4e4ed0c3b576f2c5d
"Image re-rendering setting","Einstellung für die Bild-Neuverarbeitung",,site/modules/FrontendForms/FrontendForms.module,7fb4a8c7243dfe742fd7722be452ebad
"Re-render uploaded images after storing them","Hochgeladene Bilder nach dem Speichern neu rendern",,site/modules/FrontendForms/FrontendForms.module,12df93cb0dfdb44947e6f9999b26dde6
"If checked, every uploaded image is decoded and saved again as a fresh copy of its own pixel data. This removes anything that relied on the original file bytes surviving untouched - e.g. a ""polyglot"" file that is simultaneously a valid image and valid PHP/HTML/JS code, or a payload hidden inside EXIF/metadata fields - regardless of the specific technique used. If unchecked, uploaded images are stored exactly as received.","Wenn diese Option aktiviert ist, wird jedes hochgeladene Bild dekodiert und anschließend als neue Datei gespeichert, die ausschließlich die eigentlichen Pixeldaten enthält. Dadurch werden mögliche schädliche Inhalte entfernt – beispielsweise eine „Polyglot“-Datei, die gleichzeitig ein gültiges Bild und gültiger PHP-/HTML-/JS-Code ist, oder in EXIF-/Metadatenfeldern versteckte Nutzdaten – unabhängig davon, welche konkrete Technik verwendet wurde.
Wenn diese Option deaktiviert ist, werden hochgeladene Bilder exakt so gespeichert, wie sie empfangen wurden.",,site/modules/FrontendForms/FrontendForms.module,60f07bac226563a41dd1977620cd7c08
"Just a note: this global setting can be overridden for each file upload field by using the %s method on the upload field.","Hinweis: Diese globale Einstellung kann für jedes Datei-Upload-Feld individuell überschrieben werden, indem die Methode %s für das Upload-Feld verwendet wird.",,site/modules/FrontendForms/FrontendForms.module,8d124deed6028b4cb723e877cd8f114e
"Statistics of blocked visitors","Statistiken blockierter Besucher",,site/modules/FrontendForms/FrontendForms.module,8f2bb91c583e42fa3e2b720a6c8a192f
"Get information about blocked visitors (IP, form) from the log files","Lassen Sie sich Informationen über blockierte Besucher (IP-Adresse, Formular) aus den Log-Dateien anzeigen",,site/modules/FrontendForms/FrontendForms.module,af58911ece7a676214c04009bdf307f6
"Nothing to show - logfile does not exist","Es gibt leider nichts anzuzeigen - Die Log-Datei existiert nicht.",,site/modules/FrontendForms/FrontendForms.module,ceb9f0db8a96d4c417d41c44f465a2e6
"Logging of failed attempts is not enabled. If you want to use this feature, you need to enable it inside ""Measure 1: Restrict number of failed attempts"".","Die Protokollierung von Fehlversuchen ist nicht aktiviert. Wenn Sie diese Funktion nutzen möchten, müssen Sie diese in ""Maßnahme 1: Anzahl der Fehlversuche einschränken"" aktivieren.",,site/modules/FrontendForms/FrontendForms.module,33c59b12a511c6aa18139beefd6860cb
"""Max number of failed attempts"" must be higher than 0 and  the checkbox ""Log failed attempts"" must be enabled.","Die ""Maximale Anzahl der Fehlversuche"" muss größer als 0 sein und das Kontrollkästchen ""Fehlversuche protokollieren"" muss aktiviert sein.",,site/modules/FrontendForms/FrontendForms.module,5635cc4f8b96d3c90275341be0068233
"Go to the settings to enable logging of failed attemtps","Gehen Sie zu den Einstellungen, um die Protokollierung fehlgeschlagener Versuche zu aktivieren",,site/modules/FrontendForms/FrontendForms.module,460d997b9205d3a198de11fdb0a23c14
"The captchaimage.php file could not be copied to the root directory (%s), because the root directory is not writeable.","Die captchaimage.php Datei konnte nicht in das Stammverzeichnis (%s) kopiert werden, da das Stammverzeichnis nicht beschreibbar ist.",,site/modules/FrontendForms/FrontendForms.module,df8fab9f40e065403f37075117b2a501
"Do not be worry! To fix this issue, please move the file from ""/site/modules/FrontendForms/Formelements/Captcha/captchaimage.php"" to ""%s"" by yourself.","Machen Sie sich keine Sorgen! Um dieses Problem zu beheben, verschieben Sie die Datei bitte selbst von ""/site/modules/FrontendForms/Formelements/Captcha/captchaimage.php"" nach ""%s"".",,site/modules/FrontendForms/FrontendForms.module,891175e69759b61ded4cced3cd78c7f3
"Otherwise you will get an error if you try to use the CAPTCHA on your forms.","Andernfalls erhalten Sie eine Fehlermeldung, wenn Sie versuchen, das CAPTCHA in Ihren Formularen zu verwenden.",,site/modules/FrontendForms/FrontendForms.module,eab3c0ee882228e43d1bf3acf4e8dd25
None,keines,default,site/modules/FrontendForms/FrontendForms.module,6adf97f83acf6453d4a6a4b1070f3754
"Use Custom mail module","Verwendung von Custom-Mail-Modulen",,site/modules/FrontendForms/FrontendForms.module,1d0f09e611ab678bcef1e00af34c5d0f
"Select your preferred module for sending mails.","Wählen Sie Ihre bevorzugtes Modul zum Senden vom Mails aus.",,site/modules/FrontendForms/FrontendForms.module,3b56242115af067eb546fc11abd5c4e2
"By default, all mails will be sent with WireMail, but you can select a custom module from this field for sending mails too.","Standardmäßig werden alle E-Mails mit WireMail versendet, aber Sie können in diesem Feld auch ein benutzerdefiniertes Modul für den Versand von E-Mails auswählen.",,site/modules/FrontendForms/FrontendForms.module,eac81cf85a218bdfa7a2b63d062fe715
Gender,Anrede,,site/modules/FrontendForms/Formelements/Inputelements/Select/defaults/Gender.php,019ec3132cdf8ee0f2e2a75cf5d3e459
"Please select","Bitte auswählen",,site/modules/FrontendForms/Formelements/Inputelements/Select/defaults/Gender.php,992eda0d64a430fa5c7925d23ef9d0a3
Mister,Herr,,site/modules/FrontendForms/Formelements/Inputelements/Select/defaults/Gender.php,c4f448df316abb13eb7eada722c57902
Miss,Frau,,site/modules/FrontendForms/Formelements/Inputelements/Select/defaults/Gender.php,e7ddb7cd777b59610b220bcfa80bd95f
Diverse,Divers,,site/modules/FrontendForms/Formelements/Inputelements/Select/defaults/Gender.php,e67561dfc51195ce1ac515406291900e
"ZIP folder(s) must contain at least %s files","ZIP-Ordner müssen mindestens %s Dateien enthalten",,site/modules/FrontendForms/Formelements/Inputelements/Inputfields.php,f1ad5d525baf191da55e02d01616fc29
"ZIP folders may not contain more than %s files","ZIP-Ordner dürfen nicht mehr als %s Dateien enthalten",,site/modules/FrontendForms/Formelements/Inputelements/Inputfields.php,9d7b73d29ea9f85b12c024be902eb74a
"ZIP files must not exceed a total size of %s when extracted","ZIP-Dateien dürfen nach dem Extrahieren die Gesamtgröße von %s  nicht überschreiten",,site/modules/FrontendForms/Formelements/Inputelements/Inputfields.php,c1a5e479c839d57058bed6198849eedb
"ZIP files must contain the following files: %s","ZIP-Dateien müssen folgende Dateien enthalten: %s",,site/modules/FrontendForms/Formelements/Inputelements/Inputfields.php,26e303a657e662b5f9f1453e7f514182
"Please do not upload more than %s ZIP file(s)","Bitte laden Sie nicht mehr als %s ZIP-Dateien hoch",,site/modules/FrontendForms/Formelements/Inputelements/Inputfields.php,04298dbff163b83c60c6b8994eb7eb51
"The maximum allowed folder/directory depth in a ZIP file is %s","Die maximal erlaubte Ordner-/Verzeichnistiefe in einer ZIP-Datei beträgt %s",,site/modules/FrontendForms/Formelements/Inputelements/Inputfields.php,289e04d80d8c7b4d9c26acf2a8366ea0
"ZIP files may only contain the following file types: %s","ZIP-Dateien dürfen nur die folgenden Dateitypen enthalten: %s",,site/modules/FrontendForms/Formelements/Inputelements/Inputfields.php,df0fc2bb94d191c9cd93d5890ad8efc6
"ZIP files may only contain files which are not larger than %s","ZIP-Dateien können nur Dateien enthalten, deren Dateigröße nicht %s überschreitet",,site/modules/FrontendForms/Formelements/Inputelements/Inputfields.php,6a04bb2130627555c413868486fd4132
"ZIP files may not contain files of the following file types: %s","ZIP-Dateien dürfen keine Dateien der folgenden Dateitypen enthalten: %s",,site/modules/FrontendForms/Formelements/Inputelements/Inputfields.php,e685a1c86131e8f78ed6531ec20cbbde
"Please do not upload files larger than %s","Bitte laden Sie keine Dateien hoch, die größer als %s sind",,site/modules/FrontendForms/Formelements/Inputelements/Inputfields.php,d8b0ef2b22e79194c0cb1e79340e6767
"The total size of all uploaded files must not exceed %s.","Die Gesamtgröße aller hochgeladenen Dateien darf %s nicht überschreiten.",,site/modules/FrontendForms/Formelements/Inputelements/Inputfields.php,679c8947fd87698642698e9571b87b66
"Please do not upload more than %s files","Bitte wählen Sie nicht mehr als %s Dateien aus",,site/modules/FrontendForms/Formelements/Inputelements/Inputfields.php,2e11a9d7108deb69fe82819f5905bfee
"Allowed file types: %s","Erlaubte Dateitypen: %s",,site/modules/FrontendForms/Formelements/Inputelements/Inputfields.php,a0072ad6390e4bf1839ad0ede52c2e69
"Allowed file types inside compressed folder(s): %s","Erlaubte Dateitypen innerhalb von ZIP-Dateien: %s",,site/modules/FrontendForms/Formelements/Inputelements/Inputfields.php,becc30bc5291a8631f3681343530de6a
"%s should only contain letters","%s darf nur Buchstaben enthalten",,site/modules/FrontendForms/Formelements/Inputelements/Inputfields.php,1200911cc09227463a876a1e56e34536
"%s should only contain letters and numbers","%s darf nur Buchstaben und Zahlen enthalten",,site/modules/FrontendForms/Formelements/Inputelements/Inputfields.php,4083de02c277bb0425f3aa9bad2332d0
"%s should only contain allowed characters for names.","%s darf nur erlaubte Zeichen für Namen enthalten.",,site/modules/FrontendForms/Formelements/Inputelements/Inputfields.php,6facae2989c4f1db93ede942ce268737
"%s should only contain ascii characters","%s darf nur ASCII-Zeichen enthalten",,site/modules/FrontendForms/Formelements/Inputelements/Inputfields.php,9dde428a87d3efada8d9a0c198ac0edd
"%s should only contain letters, numbers, underscores or hyphens","%s darf nur Buchstaben, Zahlen, Unterstriche oder Bindestriche enthalten",,site/modules/FrontendForms/Formelements/Inputelements/Inputfields.php,fbb7405f1ba06168450a02769a5e518e
"%s should be a valid URL starting with http:// or https://","%s muss eine gültige URL beginnend die mit http:// oder https:// sein",,site/modules/FrontendForms/Formelements/Inputelements/Inputfields.php,120dffae912cfa02a117a7684bed3c95
"%s should be a valid email address","%s muss eine gültige E-Mail-Adresse sein",,site/modules/FrontendForms/Formelements/Inputelements/Inputfields.php,b250e98dcbdfaed9ef7c189ee93dbdd9
"%s is not a valid time. You have to enter the time in this format: HH:MM:SS (fe. 19:00:00)","%s ist keine gültige Zeit. Sie müssen die Zeit in diesem Format eingeben: HH:MM:SS (z.B. 19:00:00)",,site/modules/FrontendForms/Formelements/Inputelements/Inputfields.php,3b63e2f928f8efe8734bba58bb54eb83
"%s should only contain numbers (integers or floats with a dot, not a comma)","%s sollte nur Zahlen enthalten (ganze Zahlen oder Kommazahlen mit Punkt, kein Komma)",,site/modules/FrontendForms/Formelements/Inputelements/Inputfields.php,e1670e29ba274f888823e37043649475
"%s should only contain integers","%s darf nur Ganzzahlen enthalten",,site/modules/FrontendForms/Formelements/Inputelements/Inputfields.php,175b959de6b30258c49097a92d3b3957
"%s should only contain a valid IP address in the format x.x.x.x","%s darf nur eine gültige IP-Adresse im Format x.x.x.x enthalten",,site/modules/FrontendForms/Formelements/Inputelements/Inputfields.php,0b7dbda7a3f1f8322681cca8107c4e86
"%s should only contain a valid IPv4 address in the format x.x.x.x","%s darf nur eine gültige IPv4-Adresse im Format x.x.x.x enthalten",,site/modules/FrontendForms/Formelements/Inputelements/Inputfields.php,a0d61e675ea7f8e7b05398a8b1a65cb9
"%s should only contain a valid IPv6 address in the format x:x:x:x:x:x:x:x","%s darf nur eine gültige IPv6-Adresse im Format x:x:x:x:x:x:x:x enthalten",,site/modules/FrontendForms/Formelements/Inputelements/Inputfields.php,c524413c58ede6f4029283b534da7846
"%s contains not allowed characters or is longer than 128 characters. Allowed characters are: letters, numbers, underscores and dashes (no whitespaces)","%s enthält nicht erlaubten Zeichen oder ist länger als 128 Zeichen. Erlaubte Zeichen sind: Buchstaben, Zahlen, Unterstriche und Striche (keine Leerzeichen)",,site/modules/FrontendForms/Formelements/Inputelements/Inputfields.php,1561967c772eb4b2cd22b3bfeb59a6bf
"This field","Dieses Feld",,site/modules/FrontendForms/Formelements/Inputelements/Inputfields.php,0dbf6eced8bc871d39cec4d5a145f8a2
"%s contains letters, but they are not allowed","%s enthält Buchstaben welche aber nicht erlaubt sind",,site/modules/FrontendForms/Formelements/Inputelements/Inputfields.php,bf6ac479841bb45d2ee40e1cced66241
"%s must contain the word %s","%s muss das Wort %s enthalten",,site/modules/FrontendForms/Formelements/Inputelements/Inputfields.php,e578185cfdb5bb878f5b48f7901848d2
"%s should only contain a valid month in the format YYYY-MM","muss ein gültiges Monat im Format YYYY-MM enthalten",,site/modules/FrontendForms/Formelements/Inputelements/Inputfields.php,e1c152c6ff80439f69e2db72bb3ade3b
"%s should be a valid HEX code in the format #XXX or #XXXXXX","%s muss ein gültiger Hexadecimal Code im Format #XXX oder #XXXXXX sein",,site/modules/FrontendForms/Formelements/Inputelements/Inputfields.php,98be58eb3446f813bc644faac5e42264
"%s should only contain a valid week in the format YYYY-Www","%s muss eine gültige Woche im Format YYYY-Www enthalten",,site/modules/FrontendForms/Formelements/Inputelements/Inputfields.php,b5636cc5ae7dc2e4495ac2dd2adada93
"%s should only contain a valid date in the format dd.MM.YYYY","%s sollte nur ein gültiges Datum im Format dd.MM.YYYY enthalten.",,site/modules/FrontendForms/Formelements/Inputelements/Inputfields.php,18ae9260caf7ce5a05c34b70bddff18c
"%s contains an invalid value","%s enthält einen ungültigen Wert",,site/modules/FrontendForms/Formelements/Inputelements/Inputfields.php,bb4345694f2874fabb71ab8e01c48df6
"%s should contain the exact value %s","%s muss genau den Wert %s enthalten",,site/modules/FrontendForms/Formelements/Inputelements/Inputfields.php,5023212f0c2560a1dfd4a1547f2e738c
"%s should not contain the value %s","%s darf nicht den Wert %s enthalten",,site/modules/FrontendForms/Formelements/Inputelements/Inputfields.php,5bf4df175a2c543ba607e1f8e8ffcd65
"%s should only contain a valid date in the format %s","%s darf nur ein gültiges Datum im Format %s enthalten",,site/modules/FrontendForms/Formelements/Inputelements/Inputfields.php,d8c7bf5cd88682b17b9f4b1eba991f92
"File upload","Datei Upload",,site/modules/FrontendForms/Formelements/Inputelements/Inputs/InputFile.php,c4265549c1f4d79aea1e279149a6a084
"Select files","Wählen Sie die Dateien aus",,site/modules/FrontendForms/Formelements/Inputelements/Inputs/InputFile.php,1afe200fa26ba361f59b603b22ad6392
Total,Gesamt,,site/modules/FrontendForms/Formelements/Inputelements/Inputs/InputFile.php,96b0141273eabab320119c467cdcaf17
"Show password","Passwort anzeigen",,site/modules/FrontendForms/Formelements/Inputelements/Inputs/InputPassword.php,a1cc7ba89ca3016cf59d7c31506a9681
"The password must be at least %s characters and must contain characters of the following categories: %s.","Das Passwort muss mindestes %s Zeichen lang sein und folgende Zeichen enthalten: %s.",,site/modules/FrontendForms/Formelements/Inputelements/Inputs/InputPassword.php,8bc6641f570b88866300ca703223bf6b
"The password must be at least %s characters.","Das Passwort muss mindestes %s Zeichen lang sein.",,site/modules/FrontendForms/Formelements/Inputelements/Inputs/InputPassword.php,3d55c273179acb11e30d1a53f8d8625e
Language,Sprache,,site/modules/FrontendForms/Formelements/Inputelements/Select/defaults/Language.php,4994a8ffeba4ac3140beb89e8d41f174
"To the page","Zur Seite",,site/modules/FrontendForms/Formelements/Textelements/Link.php,bea7931fd2f2e37616d0be40dd825860
Message,Nachricht,,site/modules/FrontendForms/Formelements/Inputelements/Textarea/defaults/Message.php,4c2a8fe7eaf24721cc7a9f0175115bd4
Name,Vorname,,site/modules/FrontendForms/Formelements/Inputelements/Inputs/defaults/Name.php,49ee3087348e8d44e1feda1917443987
Password,Passwort,"set default label",site/modules/FrontendForms/Formelements/Inputelements/Inputs/defaults/Password.php,dc647eb65e6711e155375218212b3964
"Password Confirmation","Passwort Bestätigung",,site/modules/FrontendForms/Formelements/Inputelements/Inputs/defaults/PasswordConfirmation.php,c2b7527a6421ad4a0c0089d87290d1cd
Phone,Telefon,,site/modules/FrontendForms/Formelements/Inputelements/Inputs/defaults/Phone.php,bcc254b55c4a1babdf1dcb82c207506b
"I accept the privacy policy","Ich akzeptiere die Datenschutzrichtlinien",,site/modules/FrontendForms/Formelements/Inputelements/Inputs/defaults/Privacy.php,28f678f8feb29d236b6dfcb02190ba21
"You have to accept our privacy policy","Sie müssen die Datenschutzrichtlinien akzeptieren",,site/modules/FrontendForms/Formelements/Inputelements/Inputs/defaults/Privacy.php,9a5b98e025ebe5fd1adbddccc94ad638
"Privacy Policy",Datenschutz-Richtlinien,,site/modules/FrontendForms/Formelements/Inputelements/Inputs/defaults/Privacy.php,fa2ead697d9998cbc65c81384e6533d5
"To the Privacy Policy page","Zur Seite mit den Datenschutz-Richtlininen",,site/modules/FrontendForms/Formelements/Inputelements/Inputs/defaults/Privacy.php,2b91037b0240c93155085ce8c0768cb9
"By submitting this form you agree to our %s.","Durch das Absenden des Formulars stimmen sie unseren %s zu.",,site/modules/FrontendForms/Formelements/Textelements/Defaults/PrivacyText.php,2c34ad3fc22ef60c91a73189e7f26e8e
"Terms of use and Privacy Policy","Bedingungen und Datenschutzbestimmungen",,site/modules/FrontendForms/Formelements/Textelements/Defaults/PrivacyText.php,953a9a5b5747639204478270493a532d
Reset,Zurücksetzen,,site/modules/FrontendForms/Formelements/Miscellaneous/defaults/ResetButton.php,526d688f37a86d3c3f27d0c5016eb71d
"Reverse string captcha","Umgekehrter Text Captcha",,site/modules/FrontendForms/Formelements/Captcha/variants/ReverseTextCaptcha.php,d8c8728824019c0866b958d0b2562edd
"Enter the text from the image in reverse order into the input field (from right to left).","Geben Sie den Text aus dem Bild in umgekehrter Reihenfolge (von rechts nach links) in das Eingabefeld ein.",,site/modules/FrontendForms/Formelements/Captcha/variants/ReverseTextCaptcha.php,167b8554feab7647d47863b05a0da92f
"Send a copy of my message to me","Eine Kopie dieser Nachricht an mich senden",,site/modules/FrontendForms/Formelements/Inputelements/Inputs/defaults/SendCopy.php,7313e5cce02f10d1d6a22dea1aedc9eb
"Math captcha","Mathematik Captcha",,site/modules/FrontendForms/Formelements/Captcha/variants/SimpleMathTextCaptcha.php,d0995c2ec8c5df0820426833eb777396
"Enter the result of the calculation in the input field.","Geben Sie das Ergebnis der Berechnung in das Eingabefeld ein.",,site/modules/FrontendForms/Formelements/Captcha/variants/SimpleMathTextCaptcha.php,dc841e6076d43a6c8b03338a39a97e68
"Simple question Captcha (Free text)","Einfache-Frage-Captcha (Freitext)",,site/modules/FrontendForms/Formelements/Captcha/variants/SimpleQuestionCaptcha.php,7f8c93e381be10c3cb9bebaa31387873
"Please answer the question.","Bitte beantworten Sie die Frage",,site/modules/FrontendForms/Formelements/Captcha/variants/SimpleQuestionCaptcha.php,dd037cafd7ea6b996985f42b3598e6d6
"Slider Captcha",=,,site/modules/FrontendForms/Formelements/Captcha/variants/SliderCaptcha.php,c323bd0275e1fed3b8343e450e3c7378
"Move a puzzle piece.","Bewegen Sie ein Puzzle-Stück",,site/modules/FrontendForms/Formelements/Captcha/variants/SliderCaptcha.php,eff39d161054adaf3995f2c7988aaef2
Subject,Betreff,,site/modules/FrontendForms/Formelements/Inputelements/Inputs/defaults/Subject.php,c7892ebbb139886662c6f2fc8c450710
Surname,Nachname,,site/modules/FrontendForms/Formelements/Inputelements/Inputs/defaults/Surname.php,8e55577a8ed3b20bff65d23c000280d4
"You have reached the maximum number of characters.","Sie haben die maximale Anzahl von Zeichen erreicht.",,site/modules/FrontendForms/Formelements/Inputelements/Textarea/Textarea.php,ef4384b98530cb2c2cdd7f9828d0ada2
"You have %s characters left.","Sie haben noch %s Zeichen übrig.",,site/modules/FrontendForms/Formelements/Inputelements/Textarea/Textarea.php,c265a6b5fe0229c56cdf89d9ff9d7754
Username,Benutzername,,site/modules/FrontendForms/Formelements/Inputelements/Inputs/defaults/Username.php,f6039d44b29456b20f8f373155ae4973
Gender,Anrede,,site/modules/FrontendForms/Formelements/Inputelements/Inputs/defaults/Gender.php,019ec3132cdf8ee0f2e2a75cf5d3e459
"Please select","Bitte auswählen",,site/modules/FrontendForms/Formelements/Inputelements/Inputs/defaults/Gender.php,992eda0d64a430fa5c7925d23ef9d0a3
Mister,Herr,,site/modules/FrontendForms/Formelements/Inputelements/Inputs/defaults/Gender.php,c4f448df316abb13eb7eada722c57902
Miss,Frau,,site/modules/FrontendForms/Formelements/Inputelements/Inputs/defaults/Gender.php,e7ddb7cd777b59610b220bcfa80bd95f
Diverse,Divers,,site/modules/FrontendForms/Formelements/Inputelements/Inputs/defaults/Gender.php,e67561dfc51195ce1ac515406291900e
Message,Nachricht,,site/modules/FrontendForms/Formelements/Inputelements/Inputs/defaults/Message.php,4c2a8fe7eaf24721cc7a9f0175115bd4
Reset,Zurücksetzen,,site/modules/FrontendForms/Formelements/Inputelements/Inputs/defaults/ResetButton.php,526d688f37a86d3c3f27d0c5016eb71d
"Please do not fill out this field","Bitte füllen Sie dieses Feld nicht aus",,site/modules/FrontendForms/Security/HoneypotGuard.php,e02d8cd38e0f708a9633f46793e31a27
"seconds left","Sekunden übrig",plural,site/modules/FrontendForms/Security/TimingGuard.php,c2d918e53348ee8896137bec79036f84
"second left","Sekunde übrig",singular,site/modules/FrontendForms/Security/TimingGuard.php,1793e600a6822489f25244c196a05085
"You have submitted the form within %s. This seems pretty fast for a human. Your behavior is more similar to a Spam bot. Please wait at least %s until you submit the form once more.","Sie haben das Formular innerhalb von % eingereicht. Das scheint für einen Menschen ziemlich schnell zu sein. Ihr Verhalten ähnelt eher dem eines Spam-Bots. Bitte warten Sie mindestens %s, bis Sie das Formular erneut einreichen.",,site/modules/FrontendForms/Security/TimingGuard.php,1196c16ef68e26acc46dae99fcc50522
"You have submitted the form after %s. This seems pretty slow for a human. Your behavior is more similar to a Spam bot. Please submit the form within %s the next time. You are blocked now and you have to close the browser to unlock, open it again and visit this page once more.","Sie haben das Formular nach %s eingereicht. Das scheint für einen Menschen ziemlich langsam zu sein. Ihr Verhalten ähnelt eher dem eines Spam-Bots. Bitte reichen Sie das Formular beim nächsten Mal innerhalb von % ein. Sie sind jetzt blockiert und müssen den Browser schließen. Danach müssen Sie ihn erneut öffnen um diese Seite erneut besuchen zu können.",,site/modules/FrontendForms/Security/TimingGuard.php,2447d344db3fb15973b24ddd51a615b8
month,Monat,,site/modules/FrontendForms/Security/TimingGuard.php,7436f942d5ea836cb84f1bb2527d8286
week,Woche,,site/modules/FrontendForms/Security/TimingGuard.php,172a8327fcd3685ab3c0f740d031da09
day,Tag,,site/modules/FrontendForms/Security/TimingGuard.php,628b7db04235f228d40adc671413a8c8
hour,Stunde,,site/modules/FrontendForms/Security/TimingGuard.php,896c55cc5e46fab38ce9f51ebf7bfcd3
minute,Minute,,site/modules/FrontendForms/Security/TimingGuard.php,0a7d55be9d12a369a6a8da0fb517fba4
second,Sekunde,,site/modules/FrontendForms/Security/TimingGuard.php,a9f0e61a137d86aa9db53465e0801612
and,und,,site/modules/FrontendForms/Security/TimingGuard.php,be5d5d37542d75f93a87094459f76678
"is not a valid week. Use the format YYYY-Www (e.g. 2023-W06).","ist keine gültige Kalenderwoche. Bitte verwende das Format JJJJ-Www (z. B. 2023-W06).",,site/modules/FrontendForms/Validation/ValidationRules/DateRules.php,517f147e900a0639e744394798b38d14
"is not a valid month. Use the format YYYY-MM (e.g. 2023-06).","ist kein gültiger Monat. Bitte verwende das Format JJJJ-MM (z. B. 2023-06).",,site/modules/FrontendForms/Validation/ValidationRules/DateRules.php,b0d908ec678733c7502c937c811a7a32
"is not a valid time. Use the format HH:MM or HH:MM:SS (e.g. 14:30).","ist kein gültiges Zeitformat. Verwenden Sie das Format HH:MM oder HH:MM:SS (z. B. 14:30).",,site/modules/FrontendForms/Validation/ValidationRules/DateRules.php,ebd6f3c1b3bc3828c5ed85710fa192b4
"must be before %s.","muss ein Datum vor %s sein.",,site/modules/FrontendForms/Validation/ValidationRules/DateRules.php,631c49fb2a0a41ae81fb7c7dc09a6571
"must be after %s.","muss ein Datum nach %s sein.",,site/modules/FrontendForms/Validation/ValidationRules/DateRules.php,b83a396a69b272c4b79df4a61c18009f
"must be within the allowed time range.","muss innerhalb des zulässigen Zeitraums liegen.",,site/modules/FrontendForms/Validation/ValidationRules/DateRules.php,265d89403b5c013461609c89ab268bc7
"must be outside the restricted time range.","muss außerhalb des eingeschränkten Zeitraums liegen.",,site/modules/FrontendForms/Validation/ValidationRules/DateRules.php,8fd6a6fab1412320fa0de60e984c37cc
"must be unique.","darf nicht bereits vorhanden sein.",,site/modules/FrontendForms/Validation/ValidationRules/EmailRules.php,64a2d51e07ddaa3c7891c4eb0a04b57e
"contains files whose file size exceeds the maximum server upload file size of %s per file.","enthält Dateien, deren Dateigröße die maximale Server-Uploadgröße von %s pro Datei überschreitet.",,site/modules/FrontendForms/Validation/ValidationRules/FileRules.php,0746f15ee8777d4d9b986ea1f9b320da
"contains files whose total file size exceeds the maximum allowed server upload file size of %s for all files together.","enthält Dateien, deren gesamte Dateigröße die maximal erlaubte Server-Uploadgröße von %s für alle Dateien zusammen überschreitet.",,site/modules/FrontendForms/Validation/ValidationRules/FileRules.php,2d44e1f3709b0b0b60ca5112d4ab4a44
"contains uploaded files whose total size exceeds %s.","enthält hochgeladene Dateien, deren Gesamtgröße %s überschreitet.",,site/modules/FrontendForms/Validation/ValidationRules/FileRules.php,04dd7e6cf9288571803ff2e96e6ef39f
